time_mt5,open,high,low,close
2026.08.25 04:00:00,1.16687,1.16688,1.16617,1.16631
2026.08.25 05:00:00,1.16631,1.16648,1.16588,1.16605
2026.08.25 06:00:00,1.16605,1.16623,1.16585,1.16604
2026.08.25 07:00:00,1.1660300000000001,1.16605,1.16548,1.16558
2026.08.25 08:00:00,1.16558,1.16567,1.16529,1.16536
2026.08.25 09:00:00,1.16534,1.1659,1.16511,1.16527
2026.08.25 10:00:00,1.16527,1.1663000000000001,1.16525,1.16586
2026.08.25 11:00:00,1.16588,1.16678,1.16575,1.1667399999999999
2026.08.25 12:00:00,1.16672,1.16738,1.16659,1.16681
2026.08.25 13:00:00,1.1668,1.16684,1.16592,1.16623
2026.08.25 14:00:00,1.16622,1.16647,1.16584,1.16596
2026.08.25 15:00:00,1.16597,1.1666400000000001,1.16596,1.16663
2026.08.25 16:00:00,1.16663,1.16754,1.16642,1.16727
2026.08.25 17:00:00,1.16727,1.16748,1.1666,1.16696
2026.08.25 18:00:00,1.16696,1.16756,1.1667,1.16731
2026.08.25 19:00:00,1.1673,1.1674,1.16679,1.16713
2026.08.25 20:00:00,1.16714,1.16747,1.1669100000000001,1.16742
2026.08.25 21:00:00,1.16743,1.1675200000000001,1.16717,1.16741
2026.08.25 22:00:00,1.1674,1.16788,1.16688,1.1676199999999999
2026.08.25 23:00:00,1.16763,1.1679599999999999,1.16728,1.1673499999999999
2026.08.26 00:00:00,1.16749,1.16775,1.1670099999999999,1.16727
2026.08.26 01:00:00,1.16727,1.1677,1.16716,1.16767
2026.08.26 02:00:00,1.16766,1.16768,1.16724,1.16744
2026.08.26 03:00:00,1.16743,1.16758,1.16709,1.16726
2026.08.26 04:00:00,1.16726,1.16741,1.16687,1.16702
2026.08.26 05:00:00,1.16703,1.16729,1.16667,1.16675
2026.08.26 06:00:00,1.16676,1.16684,1.16638,1.16647
2026.08.26 07:00:00,1.16647,1.16649,1.16605,1.16621
2026.08.26 08:00:00,1.16622,1.16669,1.16606,1.16643
2026.08.26 09:00:00,1.16644,1.1667399999999999,1.16599,1.16668
2026.08.26 10:00:00,1.16669,1.16731,1.16669,1.16709
2026.08.26 11:00:00,1.1671,1.1677,1.16695,1.16712
2026.08.26 12:00:00,1.16708,1.16712,1.16635,1.16662
2026.08.26 13:00:00,1.16661,1.1666400000000001,1.1661,1.16619
2026.08.26 14:00:00,1.16618,1.16693,1.16602,1.16689
2026.08.26 15:00:00,1.16689,1.16747,1.16555,1.16559
2026.08.26 16:00:00,1.1656,1.16588,1.16514,1.16527
2026.08.26 17:00:00,1.16528,1.16533,1.1642000000000001,1.16451
2026.08.26 18:00:00,1.16451,1.16543,1.16448,1.16505
2026.08.26 19:00:00,1.16505,1.16543,1.16488,1.16496
2026.08.26 20:00:00,1.16495,1.16544,1.16486,1.16527
2026.08.26 21:00:00,1.16527,1.16544,1.165,1.16514
2026.08.26 22:00:00,1.16513,1.16538,1.16501,1.16533
2026.08.26 23:00:00,1.16534,1.1655,1.16509,1.16509
2026.08.27 00:00:00,1.16499,1.1654200000000001,1.16463,1.16533
2026.08.27 01:00:00,1.16533,1.16551,1.16519,1.1654
2026.08.27 02:00:00,1.16541,1.16564,1.16527,1.16555
2026.08.27 03:00:00,1.16556,1.16582,1.16537,1.16564
2026.08.27 04:00:00,1.16564,1.1659,1.16552,1.1657899999999999
2026.08.27 05:00:00,1.1657899999999999,1.16595,1.16544,1.16556
2026.08.27 06:00:00,1.16555,1.16564,1.16534,1.16543
2026.08.27 07:00:00,1.16543,1.1656,1.1654,1.16554
2026.08.27 08:00:00,1.16555,1.16576,1.1651799999999999,1.16544
2026.08.27 09:00:00,1.16543,1.16558,1.1652,1.16535
2026.08.27 10:00:00,1.16534,1.16563,1.1651799999999999,1.16549
2026.08.27 11:00:00,1.16549,1.1658,1.16476,1.16482
2026.08.27 12:00:00,1.1648100000000001,1.1648399999999999,1.16404,1.16408
2026.08.27 13:00:00,1.16409,1.16482,1.16384,1.16397
2026.08.27 14:00:00,1.16397,1.16441,1.16365,1.16409
2026.08.27 15:00:00,1.16414,1.1645699999999999,1.1639599999999999,1.16411
2026.08.27 16:00:00,1.16411,1.16599,1.164,1.16538
2026.08.27 17:00:00,1.16539,1.1658,1.16445,1.1644700000000001
2026.08.27 18:00:00,1.16446,1.1654200000000001,1.16444,1.16532
2026.08.27 19:00:00,1.16531,1.16545,1.16493,1.1652
2026.08.27 20:00:00,1.16521,1.16539,1.16469,1.1649
2026.08.27 21:00:00,1.1649,1.16499,1.1646,1.16488
2026.08.27 22:00:00,1.16489,1.16505,1.16472,1.16494
2026.08.27 23:00:00,1.16493,1.16524,1.1649,1.16515
2026.08.28 00:00:00,1.16505,1.16547,1.16463,1.16465
2026.08.28 01:00:00,1.16473,1.16547,1.16473,1.16533
2026.08.28 02:00:00,1.16534,1.16549,1.16522,1.16536
2026.08.28 03:00:00,1.16537,1.16544,1.16504,1.16529
2026.08.28 04:00:00,1.1653,1.16554,1.16493,1.16497
2026.08.28 05:00:00,1.16497,1.1650800000000001,1.16462,1.16507
2026.08.28 06:00:00,1.16507,1.16514,1.16454,1.16463
2026.08.28 07:00:00,1.16463,1.16466,1.16449,1.16455
2026.08.28 08:00:00,1.16455,1.16459,1.16425,1.16444
2026.08.28 09:00:00,1.16445,1.16492,1.16431,1.16482
2026.08.28 10:00:00,1.16482,1.16488,1.16417,1.16465
2026.08.28 11:00:00,1.16465,1.16489,1.16417,1.16444
2026.08.28 12:00:00,1.16443,1.16451,1.16397,1.16399
2026.08.28 13:00:00,1.16398,1.16491,1.16393,1.16491
2026.08.28 14:00:00,1.16491,1.16495,1.16444,1.16451
2026.08.28 15:00:00,1.16453,1.16504,1.16393,1.1649
2026.08.28 16:00:00,1.16489,1.165,1.16352,1.16366
2026.08.28 17:00:00,1.16367,1.16584,1.15945,1.16174
2026.08.28 18:00:00,1.16174,1.16206,1.15963,1.15977
2026.08.28 19:00:00,1.15976,1.15982,1.15846,1.15868
2026.08.28 20:00:00,1.15866,1.15891,1.15777,1.15808
2026.08.28 21:00:00,1.15807,1.15844,1.1577600000000001,1.1580300000000001
2026.08.28 22:00:00,1.15802,1.15877,1.15796,1.15858
2026.08.28 23:00:00,1.15857,1.15866,1.15792,1.1583
2026.08.31 00:00:00,1.15769,1.15807,1.15762,1.15763
2026.08.31 01:00:00,1.1577,1.15851,1.15765,1.15843
2026.08.31 02:00:00,1.15843,1.15893,1.15834,1.15888
2026.08.31 03:00:00,1.15888,1.15937,1.15855,1.15921
2026.08.31 04:00:00,1.15922,1.15943,1.15869,1.15906
2026.08.31 05:00:00,1.15907,1.15928,1.15881,1.15924
2026.08.31 06:00:00,1.1592500000000001,1.15937,1.1589,1.15913
2026.08.31 07:00:00,1.15914,1.15928,1.15885,1.15909
2026.08.31 08:00:00,1.1591,1.15913,1.15872,1.15904
2026.08.31 09:00:00,1.15905,1.15914,1.1584699999999999,1.15889
2026.08.31 10:00:00,1.15889,1.16033,1.1584699999999999,1.16026
2026.08.31 11:00:00,1.16021,1.16058,1.1593,1.1594
2026.08.31 12:00:00,1.15941,1.1601,1.15941,1.15992
2026.08.31 13:00:00,1.15993,1.16021,1.15966,1.15972
2026.08.31 14:00:00,1.15971,1.16029,1.15957,1.15964
2026.08.31 15:00:00,1.15963,1.16001,1.15916,1.15953
2026.08.31 16:00:00,1.15953,1.1601,1.15937,1.15997
2026.08.31 17:00:00,1.15998,1.16182,1.15951,1.16141
2026.08.31 18:00:00,1.16141,1.16207,1.16122,1.16164
2026.08.31 19:00:00,1.16165,1.16178,1.16137,1.16164
2026.08.31 20:00:00,1.16165,1.1617899999999999,1.16145,1.16154
2026.08.31 21:00:00,1.16153,1.16177,1.16144,1.16155
2026.08.31 22:00:00,1.16156,1.16184,1.16145,1.16163
2026.08.31 23:00:00,1.16164,1.1618,1.1614200000000001,1.1617
2026.09.01 00:00:00,1.16172,1.16185,1.1615199999999999,1.16177
2026.09.01 01:00:00,1.16187,1.16189,1.16141,1.16149
2026.09.01 02:00:00,1.16149,1.16183,1.16126,1.16183
